Date,MeToo,BLM,OscarsSoWhite,OscarsSoWhite -BLM
2017-08-26,289,15419,24,24
2017-08-25,139,16343,43,41
2017-08-24,154,18194,30,30
2017-08-23,186,20735,8,4
2017-08-22,227,25747,66,66
2017-08-21,235,27879,44,44
2017-08-20,202,59411,33,33
2017-08-19,176,40140,99,99
2017-08-18,217,41271,125,125
2017-08-17,203,57299,199,199
2017-08-16,307,69199,13,10
2017-08-15,295,89150,21,21
2017-08-14,256,99601,5,5
2017-08-13,440,125422,18,18
2017-08-12,180,105960,10,8
2017-08-11,190,11102,40,40
2017-08-10,284,12135,113,113
2017-08-09,183,15023,13,13
2017-08-08,260,10044,6,6
2017-08-07,230,10131,23,22
2017-08-06,233,8643,52,52
2017-08-05,140,9408,31,31
2017-08-04,186,10108,272,272
2017-08-03,175,10300,123,123
2017-08-02,205,9746,46,43
2017-08-01,190,8947,144,144
2017-07-31,228,10911,266,264
2017-07-30,105,9853,397,396
2017-07-29,126,9735,133,133
2017-07-28,163,11131,25,25
2017-07-27,199,10010,8,8
2017-07-26,257,10192,2,2
2017-07-25,145,10744,7,7
2017-07-24,128,11563,9,9
2017-07-23,176,13647,7,7
2017-07-22,132,17058,8,8
2017-07-21,151,11679,29,29
2017-07-20,152,14055,101,97
2017-07-19,215,16375,10,10
2017-07-18,217,13826,3,2
2017-07-17,172,13056,9,9
2017-07-16,184,9385,32,30
2017-07-15,339,13750,5,5
2017-07-14,240,17216,6,6
2017-07-13,175,16070,13,13
2017-07-12,241,13275,13,13
2017-07-11,225,13290,33,33
2017-07-10,245,13626,3,2
2017-07-09,176,18129,3,3
2017-07-08,222,16313,4,4
2017-07-07,218,14966,3,3
2017-07-06,167,15424,14,13
2017-07-05,192,15290,14,14
2017-07-04,164,15003,42,42
2017-07-03,169,11640,39,39
2017-07-02,133,12337,40,40
2017-07-01,163,10786,28,28
2017-06-30,145,11571,198,198
2017-06-29,129,11346,312,312
2017-06-28,141,11449,77,77
2017-06-27,191,12476,9,9
2017-06-26,164,15305,8,8
2017-06-25,156,12919,53,53
2017-06-24,128,11799,70,70
2017-06-23,204,18620,20,18
2017-06-22,197,21582,52,52
2017-06-21,176,28959,38,38
2017-06-20,154,18672,170,168
2017-06-19,145,24265,10,10
2017-06-18,125,28749,3,3
2017-06-17,164,66844,16,16
2017-06-16,302,30425,155,155
2017-06-15,216,15966,761,760
2017-06-14,184,13517,15,14
2017-06-13,166,14073,4,4
2017-06-12,170,31161,13,11
2017-06-11,116,12953,38,37
2017-06-10,136,10785,46,46
2017-06-09,222,9359,4,4
2017-06-08,232,12267,12,12
2017-06-07,157,16626,5,5
2017-06-06,109,13327,11,10
2017-06-05,212,11227,53,53
2017-06-04,144,10650,125,125
2017-06-03,232,12895,5,5
2017-06-02,222,12111,3,3
2017-06-01,183,11611,19,19
2017-05-31,446,11987,5,5
2017-05-30,303,13992,5,3
2017-05-29,504,10956,3,3
2017-05-28,270,10852,7,7
2017-05-27,305,11600,8,6
2017-05-26,248,11679,8,8
2017-05-25,264,12566,11,11
2017-05-24,186,12390,3,3
2017-05-23,256,13094,5,5
2017-05-22,232,12439,8,8
2017-05-21,299,10982,7,7
2017-05-20,164,12699,3,3
2017-05-19,174,12662,4,4
2017-05-18,553,14158,22,22
2017-05-17,284,13581,10,10
2017-05-16,165,11042,15,15
2017-05-15,175,11667,21,21
2017-05-14,242,14240,39,39
2017-05-13,341,12971,26,26
2017-05-12,162,12828,19,19
2017-05-11,231,13759,10,10
2017-05-10,193,15209,23,23
2017-05-09,173,14757,131,131
2017-05-08,214,14761,6,6
2017-05-07,193,12127,17,17
2017-05-06,275,13058,7,7
2017-05-05,238,19349,7,7
2017-05-04,259,13633,17,17
2017-05-03,336,19008,38,38
2017-05-02,186,17660,63,63
2017-05-01,145,15580,6,6
2017-04-30,232,12925,10,10
2017-04-29,278,12014,12,12
2017-04-28,210,11979,81,81
2017-04-27,171,12552,103,103
2017-04-26,212,13399,36,36
2017-04-25,342,12775,51,51
2017-04-24,251,14345,6,6
2017-04-23,241,13360,5,3
2017-04-22,414,15782,4,4
2017-04-21,242,14310,6,6
2017-04-20,585,13223,7,7
2017-04-19,211,15623,5,5
2017-04-18,314,17131,5,5
2017-04-17,199,33420,10,10
2017-04-16,188,22435,5,5
2017-04-15,692,13885,16,16
2017-04-14,187,11118,6,6
2017-04-13,211,11132,11,11
2017-04-12,232,16564,69,69
2017-04-11,234,14350,14,14
2017-04-10,385,10061,50,50
2017-04-09,381,10561,27,27
2017-04-08,213,10537,41,41
2017-04-07,222,14535,73,73
2017-04-06,258,26981,70,70
2017-04-05,257,23087,24,24
2017-04-04,220,20711,69,67
2017-04-03,294,14167,282,282
2017-04-02,179,10890,197,197
2017-04-01,350,10349,26,26
2017-03-31,183,11800,118,118
2017-03-30,194,13359,78,78
2017-03-29,184,11970,74,74
2017-03-28,238,11069,23,23
2017-03-27,123,11436,37,37
2017-03-26,173,11436,59,59
2017-03-25,247,12880,10,10
2017-03-24,232,15948,14,14
2017-03-23,220,15052,8,8
2017-03-22,288,12370,53,52
2017-03-21,291,18724,25,25
2017-03-20,140,15773,20,20
2017-03-19,190,12428,17,17
2017-03-18,252,10172,22,22
2017-03-17,238,9924,7,7
2017-03-16,256,9866,36,36
2017-03-15,247,9634,66,66
2017-03-14,266,10511,401,401
2017-03-13,257,10450,90,90
2017-03-12,241,10366,226,226
2017-03-11,300,11087,22,22
2017-03-10,299,9678,20,20
2017-03-09,566,10122,33,33
2017-03-08,242,10928,40,40
2017-03-07,398,12678,109,109
2017-03-06,2185,12929,129,128
2017-03-05,3265,13774,53,53
2017-03-04,1073,13391,91,90
2017-03-03,775,12316,85,85
2017-03-02,591,13386,110,110
2017-03-01,1051,19406,304,303
2017-02-28,1209,13636,1521,1516
2017-02-27,652,15599,13813,13801
2017-02-26,1060,20909,1952,1950
2017-02-25,756,13872,832,832
2017-02-24,2449,14509,426,425
2017-02-23,1625,13939,272,271
2017-02-22,1948,12702,508,506
2017-02-21,943,13425,462,462
2017-02-20,774,13002,293,293
2017-02-19,1795,12596,129,126
2017-02-18,3135,14597,306,306
2017-02-17,816,14685,120,120
2017-02-16,792,14209,249,249
2017-02-15,1994,17577,177,177
2017-02-14,1463,15001,80,79
2017-02-13,580,16059,145,145
2017-02-12,652,13726,172,172
2017-02-11,2771,15086,161,161
2017-02-10,1748,20381,180,180
2017-02-09,2397,20701,64,64
2017-02-08,1273,21882,31,31
2017-02-07,1123,19492,107,106
2017-02-06,1979,20822,84,84
2017-02-05,2284,29268,86,86
2017-02-04,1344,17342,58,58
2017-02-03,2892,18703,184,184
2017-02-02,2719,19164,114,113
2017-02-01,212,18890,84,83
2017-01-31,217,21097,94,94
2017-01-30,281,21190,429,429
2017-01-29,174,20929,301,301
2017-01-28,347,17038,126,126
2017-01-27,327,19501,229,228
2017-01-26,493,21662,397,397
2017-01-25,225,26014,2748,2738
2017-01-24,540,22132,6859,6849
2017-01-23,289,24074,207,207
2017-01-22,267,35808,16,16
2017-01-21,352,19596,22,22
2017-01-20,301,30241,66,65
2017-01-19,195,13303,44,43
2017-01-18,564,13371,176,176
2017-01-17,1206,20754,24,24
2017-01-16,1357,23143,62,61
2017-01-15,1490,12746,44,44
2017-01-14,1794,15139,221,221
2017-01-13,306,13292,26,26
2017-01-12,632,11783,29,29
2017-01-11,358,14384,57,57
2017-01-10,449,16356,87,86
2017-01-09,374,15544,561,561
2017-01-08,441,15514,336,336
2017-01-07,429,19174,256,256
2017-01-06,546,45962,657,657
2017-01-05,260,77615,176,175
2017-01-04,155,12811,367,367
2017-01-03,275,14726,217,216
2017-01-02,447,14690,194,194
2017-01-01,272,11334,150,150
2016-12-31,606,13120,560,560
2016-12-30,284,12716,382,382
2016-12-29,314,12623,145,145
2016-12-28,261,13558,24,24
2016-12-27,296,14690,37,37
2016-12-26,445,12057,11,11
2016-12-25,180,12077,31,31
2016-12-24,353,18250,177,177
2016-12-23,407,16925,145,143
2016-12-22,2116,14570,59,59
2016-12-21,332,15167,102,102
2016-12-20,225,14033,121,121
2016-12-19,387,15416,93,91
2016-12-18,459,11079,82,82
2016-12-17,300,11767,73,72
2016-12-16,552,11912,324,324
2016-12-15,372,12975,81,81
2016-12-14,440,12899,104,103
2016-12-13,453,14472,302,298
2016-12-12,459,12959,281,280
2016-12-11,418,17708,173,173
2016-12-10,293,17336,119,118
2016-12-09,488,14631,70,68
2016-12-08,843,14116,109,108
2016-12-07,357,14884,156,112
2016-12-06,325,16716,95,95
2016-12-05,360,18667,91,90
2016-12-04,1129,23171,42,41
2016-12-03,679,14762,101,101
2016-12-02,922,19588,384,384
2016-12-01,412,20521,1772,1772
2016-11-30,286,15601,321,321
2016-11-29,245,15074,219,219
2016-11-28,274,13348,788,788
2016-11-27,274,15901,23,23
2016-11-26,214,19906,26,26
2016-11-25,717,15694,21,21
2016-11-24,315,16304,9,8
2016-11-23,309,20636,13,13
2016-11-22,253,17523,21,20
2016-11-21,352,16224,31,31
2016-11-20,704,18498,88,88
2016-11-19,420,15115,54,54
2016-11-18,316,16156,146,145
2016-11-17,206,15981,28,28
2016-11-16,248,18432,25,25
2016-11-15,344,17486,37,36
2016-11-14,421,18756,57,57
2016-11-13,300,19391,25,24
2016-11-12,918,20132,53,53
2016-11-11,1111,25930,105,105
2016-11-10,386,48841,83,82
2016-11-09,534,50763,56,55
2016-11-08,497,22641,94,94
2016-11-07,922,21497,26,26
2016-11-06,270,19331,21,20
2016-11-05,718,17788,21,21
2016-11-04,1748,22701,36,36
2016-11-03,443,27263,34,34
2016-11-02,369,47295,166,166
2016-11-01,527,15647,69,69
2016-10-31,504,15553,19,19
2016-10-30,2222,17291,70,70
2016-10-29,594,25714,49,49
2016-10-28,1984,21422,37,37
2016-10-27,640,28559,75,75
2016-10-26,1498,21326,39,38
2016-10-25,430,17182,25,25
2016-10-24,1896,16769,13,12
2016-10-23,1887,20484,55,55
2016-10-22,1573,19343,78,75
2016-10-21,564,16995,17,17
2016-10-20,770,22842,36,35
2016-10-19,1149,20708,21,20
2016-10-18,2387,21053,15,13
2016-10-17,2631,23963,23,22
2016-10-16,435,30239,33,33
2016-10-15,884,19899,38,37
2016-10-14,435,20178,20,18
2016-10-13,424,23012,32,32
2016-10-12,1105,29816,49,49
2016-10-11,940,19147,52,52
2016-10-10,594,24934,87,87
2016-10-09,1377,21985,55,55
2016-10-08,2135,33834,28,27
2016-10-07,592,53773,33,32
2016-10-06,269,50004,47,46
2016-10-05,298,25951,64,64
2016-10-04,530,22016,103,103
2016-10-03,881,23537,177,175
2016-10-02,630,27099,47,46
2016-10-01,1387,24951,46,46
2016-09-30,1152,32932,37,37
2016-09-29,488,49533,52,52
2016-09-28,492,48890,82,82
2016-09-27,498,48230,438,437
2016-09-26,289,59695,59,60
2016-09-25,200,39859,12,12
2016-09-24,312,59738,9,9
2016-09-23,317,73973,32,32
2016-09-22,224,102334,24,22
2016-09-21,263,92782,9,9
2016-09-20,713,65914,24,24
2016-09-19,557,23822,314,313
2016-09-18,606,17499,39,39
2016-09-17,266,18374,73,72
2016-09-16,715,18980,39,38
2016-09-15,2532,22232,93,92
2016-09-14,431,19676,49,46
2016-09-13,668,21828,53,52
2016-09-12,583,18754,61,61
2016-09-11,1531,15317,24,24
2016-09-10,763,17150,48,48
2016-09-09,1279,19554,37,36
2016-09-08,743,17920,139,138
2016-09-07,1712,21983,360,360
2016-09-06,703,23401,44,44
2016-09-05,639,17181,15,15
2016-09-04,756,19619,12,12
2016-09-03,1756,19039,15,15
2016-09-02,733,21201,35,35
2016-09-01,591,23411,12,12
2016-08-31,1372,29657,23,23
2016-08-30,993,29490,7,7
2016-08-29,2523,25541,24,24
2016-08-28,303,22945,98,97
2016-08-27,361,19015,8,8
2016-08-26,445,17404,21,20
2016-08-25,367,18345,49,49
2016-08-24,453,19636,19,18
2016-08-23,559,21698,11,10
2016-08-22,728,23812,23,23
2016-08-21,1282,19534,58,58
2016-08-20,787,19995,926,923
2016-08-19,986,20586,439,439
2016-08-18,836,20291,53,53
2016-08-17,541,27484,59,59
2016-08-16,1081,30292,97,97
2016-08-15,711,34599,32,32
2016-08-14,541,36241,30,30
2016-08-13,896,17133,108,107
2016-08-12,1409,21534,16,16
2016-08-11,974,22614,14,13
2016-08-10,2380,27425,27,26
2016-08-09,673,34725,24,24
2016-08-08,807,27350,5,5
2016-08-07,368,25848,28,27
2016-08-06,255,27658,74,74
2016-08-05,426,52327,55,55
2016-08-04,731,24888,68,68
2016-08-03,460,27493,58,56
2016-08-02,576,34661,23,23
2016-08-01,1174,26749,44,44
2016-07-31,1720,23214,33,33
2016-07-30,646,23859,41,41
2016-07-29,738,32012,145,145
2016-07-28,1367,32266,64,62
2016-07-27,1141,68416,21,21
2016-07-26,979,37587,8,8
2016-07-25,1778,41248,14,13
2016-07-24,467,31801,7,7
2016-07-23,528,47437,7,7
2016-07-22,584,55131,15,14
2016-07-21,1593,75847,27,27
2016-07-20,428,55865,53,52
2016-07-19,477,63938,70,70
2016-07-18,422,117664,24,22
2016-07-17,676,129569,28,27
2016-07-16,841,65823,68,67
2016-07-15,383,84869,43,42
2016-07-14,371,130340,114,114
2016-07-13,574,128407,13,13
2016-07-12,528,168043,28,28
2016-07-11,590,303953,16,16
2016-07-10,3095,302192,26,26
2016-07-09,1428,337970,39,39
2016-07-08,563,769253,29,28
2016-07-07,1057,460278,50,49
2016-07-06,328,125027,79,78
2016-07-05,771,17829,87,87
2016-07-04,1341,24444,83,83
2016-07-03,852,17402,219,219
2016-07-02,876,16087,208,208
2016-07-01,701,14304,650,650
2016-06-30,295,14368,2844,2840
2016-06-29,543,15070,1815,1815
2016-06-28,604,14019,73,73
2016-06-27,838,25886,61,61
2016-06-26,1700,12772,47,47
2016-06-25,461,12963,41,41
2016-06-24,439,14897,11,10
2016-06-23,344,14429,22,22
2016-06-22,520,14248,10,10
2016-06-21,1103,12765,9,9
2016-06-20,591,12383,10,9
2016-06-19,513,10635,13,13
2016-06-18,1030,11570,17,17
2016-06-17,509,13717,23,23
2016-06-16,603,13776,23,23
2016-06-15,848,13191,166,166
2016-06-14,1070,12371,80,80
2016-06-13,910,11099,1397,1397
2016-06-12,799,10634,95,95
2016-06-11,1419,11183,216,214
2016-06-10,858,11869,36,35
2016-06-09,960,11700,32,32
2016-06-08,750,12765,36,36
2016-06-07,869,16130,51,50
2016-06-06,1377,13347,23,23
2016-06-05,3229,12198,48,47
2016-06-04,1469,11513,29,27
2016-06-03,435,13452,59,57
2016-06-02,411,14846,151,140
2016-06-01,599,13245,48,42
2016-05-31,578,11317,51,51
2016-05-30,781,10895,98,98
2016-05-29,1436,11638,77,77
2016-05-28,536,10945,90,90
2016-05-27,662,13379,38,38
2016-05-26,507,13164,44,44
2016-05-25,618,15399,84,84
2016-05-24,958,12484,41,41
2016-05-23,1071,13292,87,87
2016-05-22,1201,12553,78,78
2016-05-21,350,11014,66,66
2016-05-20,779,13226,90,89
2016-05-19,461,13786,203,203
2016-05-18,683,12215,23,23
2016-05-17,949,12130,70,70
2016-05-16,1565,11624,75,75
2016-05-15,1453,11726,18,18
2016-05-14,1828,11705,54,52
2016-05-13,1411,12634,28,26
2016-05-12,874,14488,36,35
2016-05-11,1241,11568,86,86
2016-05-10,1848,11496,217,214
2016-05-09,1921,11792,43,43
2016-05-08,2879,11199,34,34
2016-05-07,4574,12850,39,37
2016-05-06,921,11923,60,59
2016-05-05,908,11151,150,143
2016-05-04,602,12313,232,232
2016-05-03,727,11456,887,886
2016-05-02,707,12405,54,54
2016-05-01,405,11513,45,44
2016-04-30,434,11127,61,58
2016-04-29,759,11754,149,148
2016-04-28,398,14624,326,326
2016-04-27,308,11909,504,504
2016-04-26,348,14106,18,18
2016-04-25,201,14104,38,38
2016-04-24,646,23030,16,16
2016-04-23,437,13759,44,44
2016-04-22,365,13879,45,45
2016-04-21,338,18186,39,36
2016-04-20,304,13771,81,81
2016-04-19,643,15560,116,114
2016-04-18,291,15106,94,94
2016-04-17,622,14251,71,71
2016-04-16,295,13199,164,164
2016-04-15,767,14287,300,300
2016-04-14,561,15060,51,51
2016-04-13,882,16817,28,28
2016-04-12,778,15991,26,26
2016-04-11,483,16498,35,35
2016-04-10,850,16756,47,47
2016-04-09,558,21971,57,56
2016-04-08,432,35066,134,131
2016-04-07,483,26749,68,67
2016-04-06,766,19868,89,88
2016-04-05,367,13191,49,49
2016-04-04,282,13048,32,32
2016-04-03,336,13062,35,34
2016-04-02,678,14428,28,27
2016-04-01,885,14867,51,51
2016-03-31,710,15636,181,177
2016-03-30,278,15344,46,46
2016-03-29,359,13743,74,73
2016-03-28,333,14180,63,59
2016-03-27,415,14539,45,45
2016-03-26,447,15654,55,55
2016-03-25,371,16317,103,102
2016-03-24,350,15675,90,90
2016-03-23,1427,16374,125,124
2016-03-22,247,19007,123,123
2016-03-21,386,18994,95,91
2016-03-20,432,16355,155,154
2016-03-19,312,17413,118,117
2016-03-18,324,15493,215,212
2016-03-17,459,16114,338,335
2016-03-16,631,16430,457,455
2016-03-15,2511,17688,194,194
2016-03-14,296,19630,129,126
2016-03-13,524,24203,117,117
2016-03-12,430,42275,109,109
2016-03-11,571,17292,164,163
2016-03-10,904,15218,158,155
2016-03-09,404,16703,260,259
2016-03-08,622,18117,307,304
2016-03-07,579,16185,335,326
2016-03-06,393,16036,464,462
2016-03-05,216,16792,789,785
2016-03-04,229,14790,1201,1199
2016-03-03,243,16705,4003,3996
2016-03-02,293,17886,2603,2566
2016-03-01,323,22786,5761,5715
2016-02-29,476,48040,127398,126510
2016-02-28,269,21740,19159,19073
2016-02-27,502,25350,7371,7340
2016-02-26,373,32140,5758,5714
2016-02-25,131,45121,4861,4829
2016-02-24,661,18496,3624,3612
2016-02-23,787,18277,2972,2967
2016-02-22,250,16576,2557,2543
2016-02-21,419,14933,1437,1433
2016-02-20,516,16223,799,795
2016-02-19,1328,18867,801,801
2016-02-18,398,18648,799,796
2016-02-17,506,23137,976,972
2016-02-16,455,34495,875,872
2016-02-15,742,17200,1277,1268
2016-02-14,472,18557,650,626
2016-02-13,416,24479,874,864
2016-02-12,376,29331,1435,1400
2016-02-11,575,22071,1830,1765
2016-02-10,402,21355,1540,1522
2016-02-09,470,22934,2826,2813
2016-02-08,790,25044,3094,3089
2016-02-07,509,33562,1139,1131
2016-02-06,620,23572,2772,2763
2016-02-05,1044,21834,2066,2048
2016-02-04,1599,17851,3079,3004
2016-02-03,385,15210,2035,2031
2016-02-02,274,15782,1458,1443
2016-02-01,381,16517,1955,1937
2016-01-31,987,13010,5665,5651
2016-01-30,417,14291,3195,3179
2016-01-29,299,15558,3823,3812
2016-01-28,305,14770,7071,7024
2016-01-27,400,16834,7234,7204
2016-01-26,467,13982,11284,11203
2016-01-25,268,13310,9014,8809
2016-01-24,519,13837,12773,12537
2016-01-23,413,15907,12421,12345
2016-01-22,235,20282,22022,21922
2016-01-21,419,19934,17514,17421
2016-01-20,499,16440,17037,16848
2016-01-19,204,22807,22265,22145
2016-01-18,390,30768,11367,11299
2016-01-17,395,13755,7446,7435
2016-01-16,494,13103,8859,8833
2016-01-15,459,14010,25577,25542
2016-01-14,551,14095,50350,50320
2016-01-13,1031,15568,107,107
2016-01-12,345,13937,35,35
2016-01-11,407,12992,33,33
2016-01-10,681,14005,12,12
2016-01-09,246,13840,29,29
2016-01-08,663,14399,4,4
2016-01-07,463,15333,55,55
2016-01-06,393,16801,152,152
2016-01-05,624,17805,59,59
2016-01-04,543,23037,226,223
2016-01-03,1181,30580,265,265
2016-01-02,1242,17399,2,2
2016-01-01,3241,18357,9,9
2015-12-31,1028,19685,9,9
2015-12-30,424,21400,0,0
2015-12-29,659,32990,2,2
2015-12-28,856,24919,15,15
2015-12-27,864,15249,19,19
2015-12-26,865,14053,0,0
2015-12-25,434,13407,0,0
2015-12-24,775,24747,0,0
2015-12-23,503,28937,3,3
2015-12-22,884,21948,0,0
2015-12-21,1065,15446,2,2
2015-12-20,802,14983,0,0
2015-12-19,3303,13971,1,1
2015-12-18,411,14746,0,0
2015-12-17,746,16520,2,2
2015-12-16,386,18609,0,0
2015-12-15,1155,16394,2,2
2015-12-14,1317,16724,2,2
2015-12-13,3774,14905,0,0
2015-12-12,1718,14343,3,3
2015-12-11,573,17030,9,9
2015-12-10,593,16611,16,16
2015-12-09,825,18143,3,3
2015-12-08,743,16144,3,3
2015-12-07,765,17753,2,2
2015-12-06,1603,15822,0,0
2015-12-05,970,16748,4,4
2015-12-04,1405,17940,6,6
2015-12-03,808,17384,25,25
2015-12-02,663,17881,1,1
2015-12-01,2732,21392,5,5
2015-11-30,1203,18886,11,11
2015-11-29,1210,18488,1,1
2015-11-28,1352,29965,4,4
2015-11-27,2187,23810,2,2
2015-11-26,1129,23047,1,1
2015-11-25,716,38158,0,0
2015-11-24,1095,43376,0,0
2015-11-23,639,20513,1,1
2015-11-22,838,22953,2,2
2015-11-21,1440,21481,3,3
2015-11-20,423,18537,13,14
2015-11-19,588,21981,74,74
2015-11-18,456,18902,61,63
2015-11-17,450,21613,16,16
2015-11-16,444,21464,6,6
2015-11-15,864,20558,1,1
2015-11-14,899,17509,0,0
2015-11-13,509,19604,1,1
2015-11-12,1368,23652,2,2
2015-11-11,1044,29920,2,2
2015-11-10,1102,18674,0,0
2015-11-09,723,18735,2,2
2015-11-08,2118,16376,1,1
2015-11-07,799,18009,2,2
2015-11-06,1014,18196,2,2
2015-11-05,614,19816,3,3
2015-11-04,463,22466,0,0
2015-11-03,931,20457,0,0
2015-11-02,546,16552,5,5
2015-11-01,1523,17109,1,1
2015-10-31,1491,19270,9,9
2015-10-30,1487,18666,0,0
2015-10-29,847,20403,2,2
2015-10-28,926,21557,4,4
2015-10-27,673,26519,0,0
2015-10-26,663,22504,1,1
2015-10-25,1324,21537,9,9
2015-10-24,1326,21603,0,0
2015-10-23,1833,21901,0,0
2015-10-22,470,22932,7,7
2015-10-21,723,19586,47,47
2015-10-20,860,20671,0,0
2015-10-19,482,16966,0,0
2015-10-18,826,16557,1,1
2015-10-17,814,17730,2,2
2015-10-16,878,19677,0,0
2015-10-15,503,22556,3,3
2015-10-14,693,66981,24,24
2015-10-13,474,16589,1,1
2015-10-12,530,16522,4,4
2015-10-11,1381,22047,0,0
2015-10-10,1220,19610,2,2
2015-10-09,599,16282,1,1
2015-10-08,496,15561,0,0
2015-10-07,558,14333,1,1
2015-10-06,615,15042,1,1
2015-10-05,530,15551,0,0
2015-10-04,760,15094,3,3
2015-10-03,545,14883,2,2
2015-10-02,290,14271,1,1
2015-10-01,278,16177,2,2
2015-09-30,296,16674,9,9
2015-09-29,1009,16590,1,1
2015-09-28,311,16259,1,1
2015-09-27,751,15974,4,4
2015-09-26,709,17608,2,2
2015-09-25,460,16709,1,1
2015-09-24,303,16993,5,5
2015-09-23,620,18655,4,4
2015-09-22,543,18548,4,4
2015-09-21,795,18526,8,8
2015-09-20,1183,17872,2,2
2015-09-19,599,23580,0,0
2015-09-18,278,20744,5,5
2015-09-17,538,23824,0,0
2015-09-16,439,19387,6,6
2015-09-15,955,22264,1,1
2015-09-14,571,19387,2,2
2015-09-13,322,18139,0,0
2015-09-12,202,21058,0,0
2015-09-11,256,22925,4,4
2015-09-10,375,23173,2,2
2015-09-09,509,23227,1,1
2015-09-08,476,21655,0,0
2015-09-07,441,25611,1,1
2015-09-06,503,22896,1,1
2015-09-05,470,22576,1,1
2015-09-04,567,30742,0,0
2015-09-03,708,41820,0,0
2015-09-02,459,38788,5,5
2015-09-01,418,39011,0,0
2015-08-31,498,34872,0,0
2015-08-30,671,26554,0,0
2015-08-29,716,29118,2,2
2015-08-28,725,23401,9,9
2015-08-27,641,24539,3,3
2015-08-26,403,27308,2,2
2015-08-25,1191,26610,0,0
2015-08-24,432,22713,0,0
2015-08-23,476,23057,2,2
2015-08-22,317,23895,1,1
2015-08-21,399,29936,2,2
2015-08-20,619,33596,0,0
2015-08-19,973,34178,1,1
2015-08-18,576,36452,0,0
2015-08-17,511,29106,1,1
2015-08-16,726,28300,1,1
2015-08-15,818,30083,2,2
2015-08-14,581,32869,1,1
2015-08-13,613,44751,1,0
2015-08-12,1280,45216,1,1
2015-08-11,1022,57563,0,0
2015-08-10,479,68571,0,0
2015-08-09,641,81857,0,0
2015-08-08,561,37526,0,0
2015-08-07,840,44958,0,0
2015-08-06,524,25153,9,9
2015-08-05,674,22365,0,0
2015-08-04,706,24979,4,4
2015-08-03,990,24696,3,3
2015-08-02,1230,24409,8,4
2015-08-01,760,24345,0,0
2015-07-31,512,29707,1,1
2015-07-30,311,40664,2,1
2015-07-29,415,54540,0,0
2015-07-28,767,35239,1,1
2015-07-27,727,36045,1,1
2015-07-26,708,43744,0,0
2015-07-25,453,43203,0,0
2015-07-24,739,60465,0,0
2015-07-23,642,94309,1,1
2015-07-22,831,39191,3,3
2015-07-21,509,44252,1,1
2015-07-20,504,31496,0,0
2015-07-19,302,35879,1,1
2015-07-18,257,30468,0,0
2015-07-17,359,21721,1,1
2015-07-16,450,30261,33,33
2015-07-15,550,19172,5,5
2015-07-14,610,21795,0,0
2015-07-13,1267,21060,0,0
2015-07-12,892,16707,2,2
2015-07-11,554,17865,18,18
2015-07-10,437,20343,10,10
2015-07-09,963,19805,3,3
2015-07-08,767,21115,2,2
2015-07-07,552,19747,2,2
2015-07-06,704,19453,7,7
2015-07-05,977,18658,5,5
2015-07-04,270,18868,4,4
2015-07-03,364,19406,1,1
2015-07-02,458,19935,1,1
2015-07-01,298,24763,4,4
2015-06-30,427,23887,3,3
2015-06-29,368,30180,1,1
2015-06-28,360,25320,4,4
2015-06-27,605,29199,3,3
2015-06-26,428,23328,9,9
2015-06-25,631,22462,1,1
2015-06-24,662,25508,0,0
2015-06-23,622,27388,0,0
2015-06-22,796,26828,0,0
2015-06-21,879,28630,0,0
2015-06-20,552,28264,0,0
2015-06-19,582,42844,2,2
2015-06-18,725,47235,2,2
2015-06-17,546,20581,5,4
2015-06-16,609,20002,1,1
2015-06-15,552,18354,1,1
2015-06-14,519,18326,5,5
2015-06-13,601,21100,6,6
2015-06-12,554,20643,0,0
2015-06-11,442,21835,9,9
2015-06-10,487,21502,1,1
2015-06-09,431,26421,0,0
2015-06-08,711,27723,3,3
2015-06-07,606,25137,0,0
2015-06-06,929,17726,2,2
2015-06-05,1657,19618,9,8
2015-06-04,768,18921,17,17
2015-06-03,476,18398,35,35
2015-06-02,466,20064,10,10
2015-06-01,582,19682,1,1
2015-05-31,1263,18193,4,3
2015-05-30,661,19852,13,11
2015-05-29,652,18337,2,2
2015-05-28,720,18622,4,4
2015-05-27,766,18706,8,8
2015-05-26,966,19715,0,0
2015-05-25,746,22519,1,1
2015-05-24,690,22777,1,1
2015-05-23,861,20370,3,3
2015-05-22,362,19183,2,1
2015-05-21,620,23632,0,0
2015-05-20,846,23723,0,0
2015-05-19,560,21212,0,0
2015-05-18,578,19549,0,0
2015-05-17,765,19061,7,7
2015-05-16,921,21966,2,2
2015-05-15,1155,22357,6,6
2015-05-14,520,23436,3,3
2015-05-13,656,21642,3,3
2015-05-12,272,23855,3,3
2015-05-11,595,22165,6,6
2015-05-10,1056,23527,1,1
2015-05-09,520,26262,2,2
2015-05-08,491,23316,1,1
2015-05-07,971,26748,1,1
2015-05-06,624,26660,1,1
2015-05-05,916,26180,2,2
2015-05-04,519,29872,1,1
2015-05-03,766,34945,1,1
2015-05-02,661,37910,2,2
2015-05-01,1286,46951,3,3
2015-04-30,731,50034,8,8
2015-04-29,463,47789,1,1
2015-04-28,724,64742,6,6
2015-04-27,540,34789,3,3
2015-04-26,746,30755,4,4
2015-04-25,581,23110,2,2
2015-04-24,522,21446,1,1
2015-04-23,519,22861,1,1
