Date,MeToo,BLM,OscarsSoWhite,OscarsSoWhite -BLM
2022-02-23,3918,80346,8,8
2022-02-22,3586,97034,4,3
2022-02-21,4214,82759,13,12
2022-02-20,4796,97238,2,2
2022-02-19,4919,120806,7,7
2022-02-18,5231,168181,1,1
2022-02-17,5503,162883,1,1
2022-02-16,4730,131637,6,6
2022-02-15,5025,123334,12,12
2022-02-14,4670,87810,30,29
2022-02-13,5538,92610,11,10
2022-02-12,5874,117780,32,32
2022-02-11,7421,124548,17,17
2022-02-10,8550,118175,39,39
2022-02-09,8277,86412,92,89
2022-02-08,8995,89835,318,312
2022-02-07,7076,112871,12,12
2022-02-06,4738,114919,7,7
2022-02-05,3446,159962,2,2
2022-02-04,4718,91328,7,7
2022-02-03,4833,114036,11,11
2022-02-02,5263,94595,1,1
2022-02-01,5491,101673,2,2
2022-01-31,5808,114624,7,7
2022-01-30,4021,88507,4,4
2022-01-29,5259,70628,1,1
2022-01-28,5417,62845,9,9
2022-01-27,5047,57827,6,5
2022-01-26,5236,54573,3,3
2022-01-25,5250,57887,6,6
2022-01-24,5975,52244,2,2
2022-01-23,8079,52801,0,0
2022-01-22,11739,55384,3,3
2022-01-21,13451,49004,4,4
2022-01-20,9561,44961,9,9
2022-01-19,15819,57130,3,3
2022-01-18,16409,58471,7,7
2022-01-17,13316,62721,14,14
2022-01-16,17210,56961,8,8
2022-01-15,23592,50554,6,6
2022-01-14,10978,54071,7,7
2022-01-13,3960,55137,12,12
2022-01-12,5017,56077,9,9
2022-01-11,3383,53003,6,6
2022-01-10,4134,55239,10,10
2022-01-09,3642,57826,10,10
2022-01-08,4106,60652,35,31
2022-01-07,4253,98019,92,91
2022-01-06,4515,141528,5,5
2022-01-05,7229,83317,1,1
2022-01-04,5592,58669,1,1
2022-01-03,4874,68965,5,5
2022-01-02,3713,65293,2,2
2022-01-01,2613,46305,9,8
2021-12-31,7099,54907,11,11
2021-12-30,6275,56613,3,3
2021-12-29,5224,65068,4,4
2021-12-28,4057,62666,1,1
2021-12-27,3251,62797,0,0
2021-12-26,3213,50512,4,4
2021-12-25,2512,49932,7,7
2021-12-24,2914,55861,5,5
2021-12-23,3532,55103,0,0
2021-12-22,3664,54822,0,0
2021-12-21,4192,51692,0,0
2021-12-20,5457,50009,6,6
2021-12-19,5793,59592,1,1
2021-12-18,4362,55057,4,4
2021-12-17,5235,52626,6,6
2021-12-16,5871,57553,4,3
2021-12-15,6513,67110,1,1
2021-12-14,7673,89362,5,5
2021-12-13,9072,65129,5,5
2021-12-12,5761,57235,3,2
2021-12-11,7510,62532,4,2
2021-12-10,11325,66221,5,5
2021-12-09,8597,60835,3,3
2021-12-08,5501,60263,1,1
2021-12-07,5188,68177,19,19
2021-12-06,6039,59020,5,5
2021-12-05,9534,61876,53,53
2021-12-04,9072,65789,54,54
2021-12-03,6441,60203,4,4
2021-12-02,7844,61286,2,2
2021-12-01,9271,71026,3,3
2021-11-30,8790,74091,3,3
2021-11-29,7496,67362,0,0
2021-11-28,5511,74054,0,0
2021-11-27,7222,54842,0,0
2021-11-26,9287,69676,0,0
2021-11-25,10078,79866,2,2
2021-11-24,7946,138333,1,1
2021-11-23,9095,142482,3,3
2021-11-22,7558,201517,2,2
2021-11-21,8367,109119,2,1
2021-11-20,8230,180256,1,1
2021-11-19,10889,137822,4,4
2021-11-18,9414,92219,2,2
2021-11-17,9020,112206,6,6
2021-11-16,5519,110974,4,4
2021-11-15,8046,82836,57,55
2021-11-14,4101,82713,5,5
2021-11-13,3515,80715,3,3
2021-11-12,5651,93708,2,2
2021-11-11,5418,97897,9,9
2021-11-10,3966,66380,10,10
2021-11-09,4673,48112,4,4
2021-11-08,3769,47799,0,0
2021-11-07,3790,49064,3,3
2021-11-06,5619,43989,6,6
2021-11-05,7517,48806,3,3
2021-11-04,6504,49558,2,2
2021-11-03,8160,55214,7,7
2021-11-02,4477,51246,1,1
2021-11-01,3433,54783,0,0
2021-10-31,3514,54266,1,1
2021-10-30,4412,48943,3,3
2021-10-29,6391,53841,2,2
2021-10-28,4978,56766,0,0
2021-10-27,6999,70346,0,0
2021-10-26,6117,84200,0,0
2021-10-25,4021,91662,6,6
2021-10-24,4371,69294,9,2
2021-10-23,4823,47619,1,0
2021-10-22,7092,52261,3,3
2021-10-21,7822,49925,1,1
2021-10-20,6328,53210,2,2
2021-10-19,5862,49953,1,1
2021-10-18,5934,49366,5,5
2021-10-17,4682,48436,38,38
2021-10-16,4672,47595,57,57
2021-10-15,6391,48715,2,2
2021-10-14,5140,57612,1,1
2021-10-13,5555,62939,2,2
2021-10-12,4957,60135,0,0
2021-10-11,5753,65612,2,2
2021-10-10,5289,52426,4,4
2021-10-09,4228,49775,0,0
2021-10-08,4880,53433,4,4
2021-10-07,4143,66841,5,5
2021-10-06,4240,54967,7,7
2021-10-05,5279,62193,7,7
2021-10-04,4730,81218,3,3
2021-10-03,4248,73188,1,1
2021-10-02,7223,61797,3,3
2021-10-01,6452,65134,3,3
2021-09-30,5231,53132,4,3
2021-09-29,7669,50262,6,5
2021-09-28,9543,55835,2,2
2021-09-27,9493,61512,5,5
2021-09-26,6117,60703,1,1
2021-09-25,7963,56040,1,1
2021-09-24,7870,58654,3,3
2021-09-23,5085,75887,2,2
2021-09-22,5613,67853,3,3
2021-09-21,6064,76734,18,18
2021-09-20,19924,74754,62,62
2021-09-19,25027,82209,4,4
2021-09-18,4403,69989,7,7
2021-09-17,5052,74466,6,6
2021-09-16,6061,65552,2,2
2021-09-15,11169,82689,2,2
2021-09-14,5028,79914,5,5
2021-09-13,5620,59551,1,1
2021-09-12,9694,58631,4,4
2021-09-11,5000,58316,0,0
2021-09-10,5345,66194,2,2
2021-09-09,4238,65418,3,3
2021-09-08,4746,74875,0,0
2021-09-07,5114,58246,0,0
2021-09-06,5154,63889,3,0
2021-09-05,6605,62454,4,4
2021-09-04,6731,60582,1,1
2021-09-03,5384,55719,3,3
2021-09-02,5422,58014,1,1
2021-09-01,8052,62026,1,1
2021-08-31,4924,65546,4,4
2021-08-30,7381,61544,0,0
2021-08-29,3523,58742,1,1
2021-08-28,3574,64437,3,3
2021-08-27,4622,86590,1,1
2021-08-26,4532,72847,4,4
2021-08-25,5394,108811,4,4
2021-08-24,4445,84784,2,2
2021-08-23,5191,75426,0,0
2021-08-22,4220,60562,1,1
2021-08-21,6137,65640,3,3
2021-08-20,8646,73250,1,1
2021-08-19,5417,60092,1,1
2021-08-18,5155,62867,7,7
2021-08-17,5788,61933,1,1
2021-08-16,5584,64361,2,2
2021-08-15,8363,69348,7,4
2021-08-14,6881,69382,12,12
2021-08-13,5378,64071,18,16
2021-08-12,5734,67536,5,5
2021-08-11,9704,59881,1,1
2021-08-10,10759,63248,6,6
2021-08-09,5512,69375,0,0
2021-08-08,5366,61338,0,0
2021-08-07,5937,61276,10,10
2021-08-06,7118,67105,12,10
2021-08-05,8854,61092,2,2
2021-08-04,13559,71618,5,4
2021-08-03,18825,66083,1,1
2021-08-02,4641,65293,5,5
2021-08-01,4497,81367,2,2
2021-07-31,5329,68700,1,1
2021-07-30,7550,76509,1,1
2021-07-29,5279,89139,3,2
2021-07-28,6404,115870,7,7
2021-07-27,6314,121543,4,4
2021-07-26,4441,82715,12,12
2021-07-25,4398,94723,10,10
2021-07-24,4312,81951,3,1
2021-07-23,6938,95077,1,1
2021-07-22,5687,90915,0,0
2021-07-21,5299,91252,1,1
2021-07-20,4951,75049,2,2
2021-07-19,6853,87857,1,1
2021-07-18,6691,86360,5,5
2021-07-17,5359,94244,25,24
2021-07-16,6303,128356,0,0
2021-07-15,4612,161916,4,4
2021-07-14,7819,111741,2,2
2021-07-13,7453,114439,6,6
2021-07-12,9190,126371,5,5
2021-07-11,22371,89469,2,2
2021-07-10,16258,74877,1,1
2021-07-09,4363,86259,1,1
2021-07-08,4786,80711,1,1
2021-07-07,5261,84371,2,0
2021-07-06,5785,75354,1,1
2021-07-05,4887,68527,2,2
2021-07-04,4718,85907,12,10
2021-07-03,4452,84177,2,2
2021-07-02,8469,85966,3,3
2021-07-01,22155,70902,2,2
2021-06-30,30070,70450,14,13
2021-06-29,6293,88236,0,0
2021-06-28,4502,85860,5,5
2021-06-27,5170,75127,1,1
2021-06-26,4761,95382,0,0
2021-06-25,4864,89148,2,2
2021-06-24,5342,78749,1,1
2021-06-23,5890,82641,4,4
2021-06-22,4366,88495,4,4
2021-06-21,4109,81810,1,1
2021-06-20,3899,81274,2,2
2021-06-19,4923,83547,1,1
2021-06-18,4642,86288,1,1
2021-06-17,5114,99312,1,0
2021-06-16,3984,124802,6,6
2021-06-15,4774,98061,8,8
2021-06-14,4569,94088,4,4
2021-06-13,3478,98913,3,3
2021-06-12,4911,90147,5,5
2021-06-11,7281,105170,12,12
2021-06-10,7120,93277,7,7
2021-06-09,9302,110890,6,6
2021-06-08,6172,96616,13,13
2021-06-07,5039,102582,2,2
2021-06-06,4827,99532,24,24
2021-06-05,5016,81594,13,13
2021-06-04,3780,79335,14,14
2021-06-03,4605,90760,1,1
2021-06-02,3996,95881,2,2
2021-06-01,5055,105819,3,3
2021-05-31,7150,95665,1,1
2021-05-30,4817,85508,5,5
2021-05-29,5753,91103,0,0
2021-05-28,6849,106182,3,3
2021-05-27,6387,89367,2,2
2021-05-26,5522,128849,8,8
2021-05-25,6397,165399,4,3
2021-05-24,6994,122299,6,6
2021-05-23,3879,92020,3,3
2021-05-22,6975,85424,3,3
2021-05-21,7563,96376,6,4
2021-05-20,4192,124480,1,1
2021-05-19,3746,108134,5,5
2021-05-18,4116,107452,1,1
2021-05-17,6862,92165,3,2
2021-05-16,4960,80945,2,2
2021-05-15,4511,76525,3,3
2021-05-14,4108,101082,1,1
2021-05-13,4779,83240,5,5
2021-05-12,5835,99593,7,7
2021-05-11,4594,98905,10,9
2021-05-10,5007,97364,11,11
2021-05-09,5046,105097,3,3
2021-05-08,7172,102473,5,5
2021-05-07,8186,107802,11,11
2021-05-06,10037,101114,11,11
2021-05-05,5947,113662,28,17
2021-05-04,3901,108599,14,14
2021-05-03,4529,89800,11,11
2021-05-02,5170,79223,140,140
2021-05-01,6467,70628,21,17
2021-04-30,10055,81893,32,32
2021-04-29,13307,79693,22,22
2021-04-28,5944,90933,86,86
2021-04-27,7558,106436,396,396
2021-04-26,4735,94382,2177,2150
2021-04-25,4237,122204,464,461
2021-04-24,5642,98201,83,83
2021-04-23,5482,122585,40,40
2021-04-22,6207,173487,64,64
2021-04-21,5811,395275,85,85
2021-04-20,5108,344797,11,9
2021-04-19,4760,151416,26,26
2021-04-18,4732,153065,17,17
2021-04-17,4172,135979,20,20
2021-04-16,5166,169978,73,73
2021-04-15,6936,161506,58,58
2021-04-14,12135,175559,14,14
2021-04-13,6225,258871,7,7
2021-04-12,6006,342984,7,6
2021-04-11,6469,146496,10,10
2021-04-10,4805,154642,18,18
2021-04-09,7699,90373,3,3
2021-04-08,12491,84970,1,1
2021-04-07,10580,88809,12,12
2021-04-06,6724,79507,7,7
2021-04-05,5231,71659,11,11
2021-04-04,3913,70874,8,8
2021-04-03,6110,73387,24,24
2021-04-02,7473,74547,3,3
2021-04-01,6335,75380,7,7
2021-03-31,6202,98769,2,2
2021-03-30,5313,119213,1,1
2021-03-29,5692,87717,11,11
2021-03-28,4862,72729,3,3
2021-03-27,5215,61982,33,33
2021-03-26,5284,66553,17,17
2021-03-25,8408,66295,7,7
2021-03-24,10736,79392,6,6
2021-03-23,9193,87691,10,10
2021-03-22,8597,102278,9,8
2021-03-21,7010,117023,22,22
2021-03-20,5661,123952,14,14
2021-03-19,6314,93996,24,23
2021-03-18,6559,113296,10,10
2021-03-17,9724,120979,41,41
2021-03-16,14477,92330,340,340
2021-03-15,26011,105579,520,520
2021-03-14,25541,139590,9,8
2021-03-13,11961,114894,6,6
2021-03-12,15706,74988,7,7
2021-03-11,19320,81972,32,31
2021-03-10,13404,95314,36,36
2021-03-09,25957,75062,4,4
2021-03-08,73225,83743,8,8
2021-03-07,54127,70046,7,7
2021-03-06,13973,78792,3,2
2021-03-05,14222,85828,7,6
2021-03-04,13121,89823,32,32
2021-03-03,18018,89919,44,42
2021-03-02,27214,80102,22,22
2021-03-01,16431,71984,130,127
2021-02-28,24299,74421,28,28
2021-02-27,7065,98494,8,8
2021-02-26,16602,116750,10,10
2021-02-25,25919,108003,15,15
2021-02-24,12028,93941,6,6
2021-02-23,8388,81126,16,15
2021-02-22,9919,75511,56,56
2021-02-21,8580,69515,15,15
2021-02-20,10902,68729,4,4
2021-02-19,17495,77428,23,23
2021-02-18,15926,104918,52,52
2021-02-17,34291,113439,5,4
2021-02-16,7588,92611,2,2
2021-02-15,7063,82810,8,8
2021-02-14,5829,100921,8,8
2021-02-13,13558,119735,12,12
2021-02-12,14476,155204,11,11
2021-02-11,6981,137698,14,11
2021-02-10,10468,96130,13,13
2021-02-09,8210,96270,15,15
2021-02-08,7353,110223,54,54
2021-02-07,8277,131987,3,3
2021-02-06,7497,105509,19,19
2021-02-05,8541,128777,18,18
2021-02-04,9451,129695,21,21
2021-02-03,11547,134674,36,36
2021-02-02,24192,154060,20,20
2021-02-01,6587,124676,7,7
2021-01-31,4068,109842,5,5
2021-01-30,4733,152689,9,9
2021-01-29,6210,90997,4,4
2021-01-28,4699,75670,11,11
2021-01-27,6378,84887,9,9
2021-01-26,7040,90168,9,8
2021-01-25,6658,95129,9,9
2021-01-24,7570,94516,1,1
2021-01-23,7966,144921,0,0
2021-01-22,12699,189908,4,4
2021-01-21,6727,98776,11,11
2021-01-20,7375,116480,1,1
2021-01-19,6363,205486,5,5
2021-01-18,7633,189428,5,5
2021-01-17,7612,159170,1,0
2021-01-16,7728,167654,3,3
2021-01-15,5628,363233,5,5
2021-01-14,5397,210498,3,3
2021-01-13,5466,241949,7,7
2021-01-12,4671,221590,5,5
2021-01-11,6462,279439,1,1
2021-01-10,5035,293169,4,4
2021-01-09,6112,392153,6,5
2021-01-08,4416,682192,0,0
2021-01-07,3879,1494208,6,4
2021-01-06,6875,1741816,5,4
2021-01-05,5275,126773,3,3
2021-01-04,3968,99650,4,4
2021-01-03,3402,119767,1,1
2021-01-02,3862,96261,5,5
2021-01-01,4433,89510,0,0
2020-12-31,3874,97166,4,4
2020-12-30,3874,82007,4,4
2020-12-29,3905,66551,7,5
2020-12-28,3241,68211,5,5
2020-12-27,3240,68602,5,5
2020-12-26,2859,58411,24,24
2020-12-25,2602,51196,1,1
2020-12-24,3387,54810,3,3
2020-12-23,4438,61530,7,7
2020-12-22,5053,62816,9,9
2020-12-21,3552,88934,5,3
2020-12-20,4449,62821,2,2
2020-12-19,4591,80962,4,4
2020-12-18,4661,73495,13,13
2020-12-17,5169,65595,20,18
2020-12-16,5842,71617,5,5
2020-12-15,6409,78519,5,5
2020-12-14,11823,88953,12,12
2020-12-13,9043,151805,3,3
2020-12-12,6540,96560,8,8
2020-12-11,9141,166307,13,13
2020-12-10,13585,85079,10,10
2020-12-09,9853,126890,5,5
2020-12-08,5777,208467,7,7
2020-12-07,3943,103639,1,1
2020-12-06,3619,108204,1,1
2020-12-05,3845,79582,8,4
2020-12-04,6605,68261,3,3
2020-12-03,5030,95621,7,6
2020-12-02,5147,80859,6,6
2020-12-01,3823,64215,5,5
2020-11-30,3092,72000,2,2
2020-11-29,3495,75817,1,1
2020-11-28,2813,78617,2,2
2020-11-27,2606,75679,1,1
2020-11-26,3276,63326,8,8
2020-11-25,4256,60640,8,8
2020-11-24,4459,72057,5,5
2020-11-23,4166,72849,1,1
2020-11-22,8183,82271,4,4
2020-11-21,3764,79885,5,5
2020-11-20,2885,96597,4,4
2020-11-19,3201,84996,7,7
2020-11-18,3145,87077,10,10
2020-11-17,3744,129186,4,4
2020-11-16,3295,183526,1,1
2020-11-15,3871,466069,3,3
2020-11-14,4769,144193,2,2
2020-11-13,3819,90085,1,1
2020-11-12,3850,87624,2,1
2020-11-11,4328,96634,5,5
2020-11-10,5070,99746,3,3
2020-11-09,4664,101992,1,1
2020-11-08,4586,127233,5,5
2020-11-07,5840,123640,0,0
2020-11-06,4169,114505,8,7
2020-11-05,3637,131357,2,2
2020-11-04,5071,209732,5,5
2020-11-03,5617,186669,12,12
2020-11-02,6901,209049,3,3
2020-11-01,4086,136081,8,8
2020-10-31,6973,117329,0,0
2020-10-30,4959,120027,2,2
2020-10-29,4361,125751,4,4
2020-10-28,4683,177808,2,2
2020-10-27,5976,147952,3,3
2020-10-26,5070,109605,2,2
2020-10-25,4747,111035,8,8
2020-10-24,6265,136049,7,7
2020-10-23,7568,146123,5,5
2020-10-22,6680,118738,38,36
2020-10-21,7726,192050,7,6
2020-10-20,7818,212336,11,0
2020-10-19,7090,144316,4,4
2020-10-18,6280,131674,13,12
2020-10-17,6080,100920,4,4
2020-10-16,6192,110213,24,17
2020-10-15,7268,106833,86,5
2020-10-14,7214,109860,6,6
2020-10-13,6213,132615,5,5
2020-10-12,5437,164198,0,0
2020-10-11,10902,274876,6,6
2020-10-10,41331,187144,7,7
2020-10-09,11702,224795,42,42
2020-10-08,7870,155640,4,4
2020-10-07,12238,158588,5,5
2020-10-06,3589,157070,3,3
2020-10-05,4419,128876,5,4
2020-10-04,7644,139533,2,2
2020-10-03,5144,178340,1,1
2020-10-02,7151,155632,3,3
2020-10-01,5787,170124,20,20
2020-09-30,6132,282337,10,10
2020-09-29,9109,201054,17,17
2020-09-28,5240,133263,29,29
2020-09-27,4844,185532,4,4
2020-09-26,7458,234369,3,3
2020-09-25,5200,242967,14,13
2020-09-24,8056,415126,13,13
2020-09-23,11511,284278,7,7
2020-09-22,16974,156477,26,24
2020-09-21,25034,204877,29,28
2020-09-20,67940,233276,12,10
2020-09-19,28943,161868,2,2
2020-09-18,19194,182420,21,21
2020-09-17,12715,201548,47,43
2020-09-16,5038,222499,37,32
2020-09-15,7029,264770,77,77
2020-09-14,5029,381902,91,90
2020-09-13,6150,440325,25,25
2020-09-12,8857,192976,85,85
2020-09-11,16963,215406,201,201
2020-09-10,15885,222612,314,309
2020-09-09,18043,249354,774,768
2020-09-08,15633,277039,12,12
2020-09-07,5363,283862,8,8
2020-09-06,6667,407108,8,8
2020-09-05,8618,323653,3,2
2020-09-04,5211,206763,3,3
2020-09-03,7921,277884,1,1
2020-09-02,11372,277493,12,12
2020-09-01,10642,338487,2,2
2020-08-31,13990,462019,2,2
2020-08-30,9356,568405,7,7
2020-08-29,14722,463242,9,8
2020-08-28,6467,584222,4,3
2020-08-27,6564,877909,1,1
2020-08-26,6327,624962,13,10
2020-08-25,6532,517658,13,4
2020-08-24,9328,619232,1,1
2020-08-23,13083,215984,7,7
2020-08-22,15060,162719,1,1
2020-08-21,6803,195994,5,5
2020-08-20,12682,217361,17,17
2020-08-19,40382,198092,4,4
2020-08-18,29251,238252,12,12
2020-08-17,11783,272102,15,12
2020-08-16,4209,225939,3,3
2020-08-15,4339,278886,13,13
2020-08-14,5660,254841,40,40
2020-08-13,6094,194415,13,9
2020-08-12,7365,169258,5,5
2020-08-11,5790,184756,8,8
2020-08-10,6313,236711,5,5
2020-08-09,3985,169306,6,6
2020-08-08,4247,168466,5,5
2020-08-07,5303,152696,6,6
2020-08-06,6537,164190,5,5
2020-08-05,5348,190119,7,7
2020-08-04,5564,192183,5,5
2020-08-03,6404,231902,10,10
2020-08-02,6628,233109,16,16
2020-08-01,5529,215908,5,5
2020-07-31,7234,195373,2,2
2020-07-30,7353,185737,40,40
2020-07-29,6152,234385,120,119
2020-07-28,5576,266697,28,27
2020-07-27,7295,377364,55,55
2020-07-26,9794,398364,159,159
2020-07-25,9354,472156,110,110
2020-07-24,14194,310032,92,89
2020-07-23,10799,323542,249,248
2020-07-22,7625,332978,90,90
2020-07-21,10234,258694,349,349
2020-07-20,8061,278221,116,115
2020-07-19,6472,302618,238,238
2020-07-18,4894,318591,6,5
2020-07-17,5737,324736,8,7
2020-07-16,5930,327790,10,10
2020-07-15,6543,274381,36,36
2020-07-14,7246,324067,27,27
2020-07-13,7439,340420,10,10
2020-07-12,6908,301221,14,13
2020-07-11,8724,246125,38,38
2020-07-10,14271,345289,9,9
2020-07-09,9615,395235,14,13
2020-07-08,11282,360506,8,8
2020-07-07,17490,402732,20,19
2020-07-06,11099,521892,8,8
2020-07-05,7162,538225,49,46
2020-07-04,7285,346790,14,14
2020-07-03,10722,330301,50,49
2020-07-02,10149,430429,117,115
2020-07-01,10025,546109,316,315
2020-06-30,18130,591090,152,151
2020-06-29,11102,763905,25,22
2020-06-28,10584,639787,10,10
2020-06-27,8725,640150,4,4
2020-06-26,10303,583090,12,11
2020-06-25,10856,497792,27,26
2020-06-24,12283,564961,124,124
2020-06-23,11646,567444,18,15
2020-06-22,14506,489542,17,17
2020-06-21,6398,574702,16,12
2020-06-20,7007,661616,38,34
2020-06-19,6679,706265,35,27
2020-06-18,6786,687689,23,16
2020-06-17,6688,631366,21,18
2020-06-16,6400,691964,31,28
2020-06-15,9569,890747,49,48
2020-06-14,10659,1113174,40,36
2020-06-13,6069,1522747,136,132
2020-06-12,8543,1341307,150,145
2020-06-11,8949,1485725,112,110
2020-06-10,9831,1222174,171,166
2020-06-09,7317,1405169,50,39
2020-06-08,6970,2159850,49,17
2020-06-07,8536,2791914,31,30
2020-06-06,13178,2332225,131,73
2020-06-05,10610,2299067,113,104
2020-06-04,10303,3736465,20,16
2020-06-03,6800,3751463,51,49
2020-06-02,6250,5935985,6,5
2020-06-01,4530,4648602,32,26
2020-05-31,6457,4241955,36,35
2020-05-30,6158,2407635,4,4
2020-05-29,5363,2518879,8,4
2020-05-28,5279,4593427,7,7
2020-05-27,5794,645470,5,4
2020-05-26,6244,177510,9,9
2020-05-25,5432,32729,17,17
2020-05-24,6169,27089,4,3
2020-05-23,5766,31101,1,1
2020-05-22,9960,36649,5,5
2020-05-21,7798,36226,4,4
2020-05-20,13646,33257,13,13
2020-05-19,9453,34501,19,19
2020-05-18,7865,35703,14,13
2020-05-17,5556,35790,4,4
2020-05-16,6861,37401,3,3
2020-05-15,10063,37326,1,1
2020-05-14,8006,36659,2,2
2020-05-13,8092,38398,2,2
2020-05-12,13181,37452,7,7
2020-05-11,10626,36013,6,6
2020-05-10,11999,37349,2,2
2020-05-09,8828,41672,0,0
2020-05-08,13438,55974,2,1
2020-05-07,22195,104958,15,15
2020-05-06,19805,72531,5,5
2020-05-05,13060,42156,4,4
2020-05-04,14684,42394,4,4
2020-05-03,25681,65210,4,4
2020-05-02,26973,44357,10,10
2020-05-01,45741,51960,14,14
2020-04-30,48334,50879,2,2
2020-04-29,24910,31761,7,7
2020-04-28,44690,40073,7,7
2020-04-27,30694,33861,18,18
2020-04-26,24723,34155,5,5
2020-04-25,27035,31706,5,5
2020-04-24,5816,32432,1,1
2020-04-23,5388,45177,2,2
2020-04-22,3911,37051,8,6
2020-04-21,4004,33373,2,2
2020-04-20,5129,34097,2,2
2020-04-19,4727,36354,4,4
2020-04-18,5256,35832,3,3
2020-04-17,6522,35855,3,3
2020-04-16,7125,34335,4,4
2020-04-15,9237,34168,7,7
2020-04-14,9595,37318,4,4
2020-04-13,10815,33546,2,2
2020-04-12,9884,38301,13,13
2020-04-11,9881,45698,3,3
2020-04-10,5713,40822,4,4
2020-04-09,7388,29826,6,5
2020-04-08,14613,29829,5,5
2020-04-07,19198,28404,7,7
2020-04-06,17273,34482,2,2
2020-04-05,7606,29345,9,9
2020-04-04,8446,33264,3,3
2020-04-03,14548,32698,4,4
2020-04-02,13051,35512,2,2
2020-04-01,8276,33426,0,0
2020-03-31,10379,28700,2,2
2020-03-30,12500,28008,7,7
2020-03-29,15262,28848,7,7
2020-03-28,22162,29059,13,13
2020-03-27,24699,27004,3,3
2020-03-26,23459,27541,7,7
2020-03-25,21474,30093,19,19
2020-03-24,7049,27294,7,7
2020-03-23,6363,33203,0,0
2020-03-22,4844,25624,3,3
2020-03-21,3077,31358,5,5
2020-03-20,3516,34657,9,9
2020-03-19,3476,23288,4,4
2020-03-18,3551,23676,6,6
2020-03-17,3920,24924,4,4
2020-03-16,3809,26817,6,6
2020-03-15,4236,27900,1,1
2020-03-14,4231,29766,3,3
2020-03-13,5880,19393,7,7
2020-03-12,15348,20013,1,1
2020-03-11,45900,22686,4,4
2020-03-10,8650,20951,3,2
2020-03-09,8886,19211,1,1
2020-03-08,14790,21785,3,3
2020-03-07,9740,18870,4,3
2020-03-06,10046,21128,8,8
2020-03-05,9888,18162,2,2
2020-03-04,14793,19010,6,6
2020-03-03,19069,36890,4,4
2020-03-02,11871,36390,9,9
2020-03-01,10588,21791,25,25
2020-02-29,25642,26850,21,21
2020-02-28,16679,18459,8,8
2020-02-27,11543,20944,15,14
2020-02-26,15272,23575,10,10
2020-02-25,34183,20074,11,11
2020-02-24,48846,20344,22,22
2020-02-23,6950,23366,6,6
2020-02-22,10522,22589,14,14
2020-02-21,7018,19510,22,22
2020-02-20,9355,22634,16,16
2020-02-19,7395,19739,14,14
2020-02-18,9524,27079,28,28
2020-02-17,8347,37573,32,32
2020-02-16,7850,23916,36,36
2020-02-15,10793,22355,43,43
2020-02-14,7766,17725,74,74
2020-02-13,7254,20668,112,110
2020-02-12,6715,20566,250,250
2020-02-11,9432,19686,1381,1381
2020-02-10,8684,22986,9551,9550
2020-02-09,7060,27812,1089,1087
2020-02-08,8523,27831,428,428
2020-02-07,21038,56913,536,536
2020-02-06,9674,36776,514,505
2020-02-05,8344,35907,351,345
2020-02-04,11823,18727,354,354
2020-02-03,29934,19081,313,313
2020-02-02,62423,21872,335,335
2020-02-01,33750,22444,38,38
2020-01-31,8340,19611,30,30
2020-01-30,9949,19885,54,53
2020-01-29,16035,21090,44,44
2020-01-28,30157,23049,53,54
2020-01-27,8824,30783,65,66
2020-01-26,7292,29197,52,52
2020-01-25,9201,21250,40,40
2020-01-24,16588,19460,33,31
2020-01-23,12551,25134,93,88
2020-01-22,7497,21539,80,79
2020-01-21,6606,20825,73,73
2020-01-20,7557,22135,111,111
2020-01-19,6985,23291,114,114
2020-01-18,10628,19575,217,217
2020-01-17,10893,21226,238,235
2020-01-16,12269,18731,354,354
2020-01-15,10636,24057,741,741
2020-01-14,7313,19337,3333,3331
2020-01-13,7259,22041,9673,9679
2020-01-12,5775,19812,37,37
2020-01-11,8014,20040,32,32
2020-01-10,10200,17425,23,23
2020-01-09,6561,18087,26,26
2020-01-08,9301,16478,51,51
2020-01-07,12214,18264,286,285
2020-01-06,15823,21196,22,22
2020-01-05,11942,25000,9,9
2020-01-04,14663,21118,6,6
2020-01-03,5930,23807,9,9
2020-01-02,5839,25376,3,3
2020-01-01,4394,28418,11,11
2019-12-31,5729,21381,17,16
2019-12-30,8149,19334,59,55
2019-12-29,5555,18818,51,45
2019-12-28,6970,15640,4,4
2019-12-27,8299,17859,5,5
2019-12-26,9565,18358,12,11
2019-12-25,5493,15895,4,4
2019-12-24,8844,16534,13,13
2019-12-23,9388,16503,20,17
2019-12-22,12997,17394,36,36
2019-12-21,14999,18206,36,36
2019-12-20,20840,17995,36,32
2019-12-19,28025,17123,3,3
2019-12-18,49061,17767,6,6
2019-12-17,24567,19672,6,6
2019-12-16,15099,21389,7,7
2019-12-15,7567,18045,5,5
2019-12-14,6019,23372,4,4
2019-12-13,6283,19231,3,3
2019-12-12,9196,21813,8,8
2019-12-11,9268,15671,7,7
2019-12-10,6433,13520,38,38
2019-12-09,7399,15240,36,36
2019-12-08,6173,18000,27,27
2019-12-07,4937,18305,34,34
2019-12-06,6204,19279,8,8
2019-12-05,6831,25198,4,4
2019-12-04,6166,21064,19,19
2019-12-03,6885,15971,25,25
2019-12-02,8389,16940,7,7
2019-12-01,5329,20480,4,4
2019-11-30,5880,15885,11,11
2019-11-29,6589,15191,1,1
2019-11-28,7512,17298,4,4
